#sec,nsec,vx [m/s],vy [m/s],vz [m/s],wx [rad/s],wy [rad/s],wz [rad/s]
1648045178,245221436,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,247760320,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,250268936,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,252721686,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,258961886,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,259701369,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,260399457,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,262734333,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,265218602,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,267792893,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,270241452,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,272748550,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,278956942,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,279694981,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,280387465,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,282764496,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,285322171,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,287748195,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,290320759,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,292750331,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,298886432,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,299613612,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,300307079,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,302894347,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,305256769,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,307703235,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,310289938,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,312739724,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,318899604,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,319636466,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,320330026,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,322770944,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,325321099,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,327747801,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,330312387,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,332713752,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,338909588,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,339635230,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,340331439,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,342729419,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,345282599,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,347789603,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,350272099,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,352739457,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,358910867,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,359651220,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,360345292,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,362702598,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,365336856,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,367755741,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,370281174,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,372793849,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,378914564,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,379647348,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,380346084,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,382743606,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,385278857,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,387778040,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,390279460,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,392748229,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,398937484,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,399678020,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,400372953,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,402766541,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,405268239,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,407762543,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,410326438,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,412798897,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,418885497,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,419618711,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,420382015,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,422832384,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,425368130,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,427841782,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,430329769,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,432832400,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,439437610,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,440273247,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,440989137,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,442768620,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,445380654,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,447830627,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,450324167,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,452835610,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,459454940,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,460282728,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,460995522,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,462820976,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,465371694,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,467848333,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,470245115,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,472745856,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,478940470,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,479746444,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,480450601,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,482878018,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,485306658,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,487858498,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,490471363,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,492675724,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,499444892,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,500274023,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,500985885,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,502772297,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,505381038,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,507740526,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,510318086,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,512784782,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,518865097,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,519643948,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,520434818,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,522798615,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,525333686,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,527724137,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,530321646,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,532721368,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,538886146,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,539637555,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,540331235,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,542741919,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,545278333,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,547714798,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,550243986,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,552703087,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,558867914,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,559599442,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,560305380,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,562721730,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,565307940,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,567715345,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,570291359,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,572717177,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,578884664,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,579622062,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,580314820,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,582772131,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,585303887,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,587735702,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,590335881,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,592745511,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,598952586,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,599745849,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,600434123,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,602624306,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,605325354,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,607791232,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,610273884,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,612750787,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,618846391,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,619605374,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,620284625,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,622762013,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,625274513,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,627718790,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,630256113,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,632714588,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,638749618,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,639460849,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,640277658,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,642814263,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,645257963,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,647753471,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,650250189,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,652728090,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,658784386,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,659543282,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,660224972,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,662690858,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,665269242,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,667697013,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,670205600,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,672719556,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,679008899,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,679730548,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,680418139,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,682818206,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,685232144,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,687770355,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,690387375,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,692844061,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,698860888,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,699601680,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,700353627,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,702715426,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,705284065,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,707783313,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,710288888,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,712730839,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,718966204,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,719698794,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,720388531,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,722774765,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,725297336,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,727739597,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,730199942,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,732788476,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,738928631,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,739658987,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,740368317,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,742774508,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,745262271,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,747734631,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,750348842,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,752809427,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,758859085,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,759606430,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,760317952,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,762694363,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,765311863,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,767766792,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,770262923,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,772785900,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,778887655,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,779625404,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,780333203,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,782708954,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,785299738,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,787789038,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,790262213,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,792795546,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,798979560,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,799741396,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,800424167,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,802746229,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,805300836,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,807772160,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,810291390,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,812807970,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,818940927,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,819670809,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,820363708,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,822746535,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,825319677,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,827791240,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,830232370,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,832786156,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,838938663,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,839668740,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,840357051,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,842711869,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,845318141,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,847779795,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,850274660,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,852753081,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,859016661,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,859716220,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,860419753,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,862725738,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,865336432,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,867716067,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,870305860,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,872760927,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,879021816,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,879768796,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,880424285,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,882742736,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,885325646,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,887729806,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,890312297,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,892917804,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,898900749,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,899653035,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,900348849,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,902765982,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,905330980,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,907702419,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,910248059,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,912739793,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,918949802,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,919715332,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,920403616,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,922784083,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,925290402,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,927767198,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,930313092,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,932795611,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,938821983,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,939633923,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,940381313,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,942763358,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,945274909,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,947739231,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,950320782,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,952745547,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,958909256,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,959642609,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,960332266,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,962693748,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,965320829,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,967706936,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,970291144,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,972718405,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,978952940,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,979700097,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,980393325,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,982752498,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,985326520,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,987721042,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,990221655,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,992756466,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,998591362,0.0,0.0,0.0,0.0,0.0,0.0
1648045178,999397827,0.0,0.0,0.0,0.0,0.0,0.0
1648045179,000180007,0.0,0.0,0.0,0.0,0.0,0.0
1648045179,002690833,0.0,0.0,0.0,0.0,0.0,0.0
1648045179,005209361,0.0,0.0,0.0,0.0,0.0,0.0
1648045179,007704936,0.0,0.0,0.0,0.0,0.0,0.0
1648045179,010213794,0.0,0.0,0.0,0.0,0.0,0.0
1648045179,012701212,0.0,0.0,0.0,0.0,0.0,0.0
1648045179,018162852,0.0,0.0,0.0,0.0,0.0,0.0
1648045179,018865435,0.0,0.0,0.0,0.0,0.0,0.0
1648045179,020173583,0.0,0.0,0.0,0.0,0.0,0.0
1648045179,022700137,0.0,0.0,0.0,0.0,0.0,0.0
1648045179,025250010,0.0,0.0,0.0,0.0,0.0,0.0
1648045179,027691794,0.0,0.0,0.0,0.0,0.0,0.0
1648045179,030190069,0.0,0.0,0.0,0.0,0.0,0.0
1648045179,032705258,0.0,0.0,0.0,0.0,0.0,0.0
1648045179,038261925,0.0,0.0,0.0,0.0,0.0,0.0
1648045179,038963161,0.0,0.0,0.0,0.0,0.0,0.0
1648045179,040164005,0.0,0.0,0.0,0.0,0.0,0.0
1648045179,042730514,0.0,0.0,0.0,0.0,0.0,0.0
1648045179,045259998,0.0,0.0,0.0,0.0,0.0,0.0
1648045179,047729956,0.0,0.0,0.0,0.0,0.0,0.0
